	Name	AGI ID	TF/Histone	P-value	Corr. p-value	GSE	Genotype	Tissue	Growth cond.	IP	COEX	COEX (Tissue)	COEX (Abiotic)	COEX (Hormone)	COEX (Biotic)	COEX (Light)	Targets	PPI	INDEX
271	H3K4me3	H3K4me3	Histone	5.3299999999999994e-15	8.719879999999999e-12	GSE71564	Ler	rosette leaf	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G49330, AT5G58310	Not available	H3K4me3.Histone.GSE71564_0.ChIP
613	STZ, ZAT10	AT1G27730	TF	5.78e-15	9.45608e-12	GSE60143	Col	young leaf	-	DAP	0.4549019607843137	0.8726686274509803	0.8884666666666667	0.9469098039215686	0.9480862745098039	0.7180568627450981	AT1G01580, AT1G06000, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G56510, AT1G64780, AT1G65560, AT1G80340, AT2G17780, AT2G22420, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G03770, AT3G10420, AT3G13510, AT3G21250, AT3G24520, AT3G28270, AT3G47070, AT3G50560, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G12830, AT4G15430, AT4G30610, AT5G10150, AT5G13170, AT5G13930, AT5G17870, AT5G17890, AT5G20450, AT5G38820, AT5G49330, AT5G58310	AT1G80490, AT5G27030, AT3G15880, AT1G15750, AT3G45640, AT2G43790, AT3G45640, AT2G43790, AT3G45640, AT2G43790	AT1G27730.TF.GSE60143_38.DAP
553	H3K4me3	H3K4me3	Histone	6.06e-15	9.91416e-12	GSE67776	Col-0	fully expanded rosette leaf (57 d)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K4me3.Histone.GSE67776_3.ChIP
626	H3K36me3	H3K36me3	Histone	7.2e-15	1.17792e-11	GSE130291	Col-0	seedling	cold (40d)	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G65560, AT1G78570, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G12830, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38350, AT5G40950	Not available	H3K36me3.Histone.GSE130291_1.ChIP
223	ATBRM, BRM, CHA2, CHR2	AT2G46020	Protein	8.790000000000001e-15	1.4380440000000002e-11	GSE72735	BRM-GFP	seedling (14DAG)	-	ChIP	0.5652857142857142	0.5215171428571429	0.5392214285714285	0.5638357142857143	0.4637128571428572	0.6871342857142858	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G50560, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G24660, AT5G38410, AT5G38430, AT5G40950, AT5G49330, AT5G58310	AT2G16130	AT2G46020.Protein.GSE72735_2.ChIP
1248	H3K4me3	H3K4me3	Histone	9.38e-15	1.534568e-11	GSE122314	Ler	seedling	air	ChIP	NA	NA	NA	NA	NA	NA	AT1G06000, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G64590, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G17695, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02830, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G48420, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38410, AT5G38820, AT5G40950	Not available	H3K4me3.Histone.GSE122314_8.ChIP
961	ATMYB3, MYB3	AT1G22640	TF	1.15e-14	1.8814e-11	GSE80568	Col-0	seedling (3DAG)	EtOH (mock to 10 uM abscisic acid, 4hr, dark)	ChIP	0.7901587301587302	0.6520412698412699	0.9193650793650793	1.0026555555555556	0.9043873015873017	1.3133857142857146	AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19490, AT1G30530, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G17695, AT2G26695, AT2G26850, AT2G27420, AT2G30100, AT2G37040, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38820, AT5G40950, AT5G49330, AT5G58310	AT4G21670, AT4G03520, AT1G15750, AT1G19050, AT2G02060, AT1G69690, AT3G15030, AT1G18080, AT1G31880	AT1G22640.TF.GSE80568_1.ChIP
308	H2AZ	H2AZ	Histone	1.16e-14	1.8977600000000003e-11	GSE117391	Col-0	seedling (6DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26695, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02670, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G20450, AT5G24660, AT5G38350, AT5G38410, AT5G38820, AT5G40950, AT5G49330	Not available	H2AZ.Histone.GSE117391_4.ChIP
1141	H3ac	H3ac	Histone	1.3e-14	2.1268e-11	GSE122579	pUBI10::mCherry-GR-linker-WUS (Col-0)	seedling (5DAG)	25 uM dexamethasone (2h)	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G01580, AT1G06000, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G01080, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G40950	Not available	H3ac.Histone.GSE122579_2.ChIP
794	HSI2-L1, HSL1, VAL2	AT4G32010	TF	1.36e-14	2.22496e-11	GSE145387	CAL2-GFP val2	seedling (14DAG)	-	ChIP	0.5214893617021276	0.7174319148936169	0.879040425531915	0.4891574468085106	0.7266893617021276	0.5982659574468084	AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G35560, AT1G48100, AT1G55910, AT1G56510, AT1G64590, AT1G64780, AT1G78570, AT1G80340, AT2G17780, AT2G22420, AT2G27402, AT2G30100, AT2G37040, AT2G42170, AT2G46830, AT2G46940, AT3G01550, AT3G03770, AT3G10420, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G30460, AT3G50560, AT3G51750, AT3G53830, AT4G00490, AT4G01080, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G38410, AT5G38430, AT5G49330, AT5G58310	AT1G05730	AT4G32010.TF.GSE145387_3.ChIP
265	DMS3, IDN1	AT3G49250	Protein	1.38e-14	2.25768e-11	GSE124546	DMS3-ZF fwa (Col)	inflorescence	-	ChIP	0.56	0.7824431034482757	0.7908396551724137	0.9631293103448274	0.6505137931034483	0.511551724137931	AT1G01520, AT1G01580, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G35560, AT1G48100, AT1G49630, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G22420, AT2G26695, AT2G26850, AT2G27420, AT2G30100, AT2G32640, AT2G39280, AT2G39730, AT2G46830, AT2G46940, AT3G01440, AT3G02830, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G50560, AT3G51750, AT3G55330, AT4G00490, AT4G12830, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15948, AT5G17170, AT5G17300, AT5G17890, AT5G24660, AT5G38350, AT5G38820, AT5G49330	AT1G19100, AT2G40030, AT3G22680	AT3G49250.Protein.GSE124546_0.ChIP
1604	Pol2S5P	Pol2S5P	Protein	2.02e-14	3.30472e-11	GSE113078	brd1/brd2/brd3 (Col-0)	seedling (8DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G29720, AT1G30530, AT1G35560, AT1G48100, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G71870, AT1G78570, AT1G80340, AT2G17695, AT2G26695, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G03770, AT3G10420, AT3G12580, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G53830, AT4G14540, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17300, AT5G17870, AT5G17890, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G49330, AT5G58310	Not available	Pol2S5P.Protein.GSE113078_13.ChIP
355	H3K56ac	H3K56ac	Histone	2.13e-14	3.48468e-11	GSE75071	Col-0	leaf	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G50520, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K56ac.Histone.GSE75071_5.ChIP
1397	H3K9-14ac	H3K9-14ac	Histone	2.25e-14	3.681e-11	GSE82075	Col-0	liquid grown seedling (7DAG)	GSH (3hr)	ChIP	NA	NA	NA	NA	NA	NA	AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G71870, AT1G78570, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02670, AT3G02830, AT3G03770, AT3G10420, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G28270, AT3G47070, AT3G48420, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38410, AT5G38430, AT5G40950	Not available	H3K9-14ac.Histone.GSE82075_1.ChIP
250	H3K9-14ac	H3K9-14ac	Histone	2.84e-14	4.64624e-11	GSE82075	Col-0	liquid grown seedling (7DAG)	GSH (16hr)	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38410, AT5G38430, AT5G40950	Not available	H3K9-14ac.Histone.GSE82075_0.ChIP
123	H3K9ac	H3K9ac	Histone	2.85e-14	4.6625999999999996e-11	GSE89768	pwr-2 (Col)	seedling (10DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G01580, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G24147, AT1G29720, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G65560, AT1G71870, AT1G78570, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G28270, AT3G47070, AT3G48420, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G10150, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G40950	Not available	H3K9ac.Histone.GSE89768_5.ChIP
399	ATNRPD1B, DMS5, DRD3, NRPD1B, NRPE1	AT2G40030	Protein	3.88e-14	6.34768e-11	GSE124546	DMS3-ZF (Col-0)	inflorescence	-	ChIP	0.6634693877551021	0.7625755102040818	0.5907469387755102	0.5901122448979592	0.8495959183673469	0.3717326530612245	AT1G01580, AT1G06000, AT1G10370, AT1G10960, AT1G12570, AT1G19150, AT1G19490, AT1G35560, AT1G48100, AT1G55910, AT1G56510, AT1G64780, AT1G71870, AT1G78570, AT2G17695, AT2G22420, AT2G26695, AT2G26850, AT2G27420, AT2G30100, AT2G39280, AT2G39730, AT2G46830, AT2G46940, AT3G01440, AT3G01550, AT3G02830, AT3G03770, AT3G10185, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G47070, AT3G50560, AT3G51750, AT3G53830, AT3G55330, AT4G12830, AT4G15430, AT4G15630, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G38820	AT1G54250, AT2G04630, AT2G27040, AT3G49250, AT2G16390, AT5G04290, AT3G17310, AT5G43990, AT2G36490, AT4G15950	AT2G40030.Protein.GSE124546_20.ChIP
1503	H3K4me3	H3K4me3	Histone	4.13e-14	6.75668e-11	GSE114950	4XCol-0	seedling (10DAV)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G12570, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT1G80340, AT2G04790, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G27420, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT2G46940, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02670, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G22840, AT3G24520, AT3G28270, AT3G30460, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G14540, AT4G14690, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G13170, AT5G13930, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G24660, AT5G38410, AT5G38430, AT5G38820, AT5G40950, AT5G49330	Not available	H3K4me3.Histone.GSE114950_3.ChIP
254	H3K36me3	H3K36me3	Histone	4.17e-14	6.82212e-11	GSE130291	Col-0	seedling	cold (40d) followed by normal (10d)	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G48100, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G65560, AT1G78570, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G12830, AT4G14540, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38350, AT5G38410, AT5G38430, AT5G40950	Not available	H3K36me3.Histone.GSE130291_7.ChIP
606	H3K36me3	H3K36me3	Histone	4.51e-14	7.37836e-11	GSE143831	morc1 (Col)	seedling (8DAG)	-	ChIP	NA	NA	NA	NA	NA	NA	AT1G01520, AT1G06000, AT1G10370, AT1G10740, AT1G10960, AT1G15980, AT1G19150, AT1G19490, AT1G30070, AT1G30530, AT1G32080, AT1G35560, AT1G49630, AT1G55910, AT1G55960, AT1G56510, AT1G64590, AT1G64780, AT1G65560, AT1G71870, AT1G78570, AT2G17695, AT2G17780, AT2G22420, AT2G26850, AT2G27402, AT2G30100, AT2G32640, AT2G37040, AT2G39280, AT2G39730, AT2G40020, AT2G42170, AT2G46830, AT3G01060, AT3G01440, AT3G01550, AT3G02380, AT3G02830, AT3G03770, AT3G10420, AT3G12580, AT3G13510, AT3G18750, AT3G19450, AT3G21250, AT3G24520, AT3G47070, AT3G48420, AT3G50560, AT3G53830, AT3G55330, AT3G62040, AT4G00490, AT4G01080, AT4G12830, AT4G15430, AT4G27940, AT4G28660, AT4G30610, AT5G08640, AT5G10150, AT5G15920, AT5G15948, AT5G17170, AT5G17300, AT5G17870, AT5G17890, AT5G20450, AT5G38350, AT5G40950, AT5G58310	Not available	H3K36me3.Histone.GSE143831_16.ChIP
